raw_affiliation,affiliation_name,wikidata
"Huawei 2012 Labs,Beijing,China",huawei 2012 labs,http://www.wikidata.org/entity/Q556
Stats Perform,stats perform,
"SGT / NASA Ames Research Center, Moffett Field, CA 94035, USA",sgt / nasa ames research center,http://www.wikidata.org/entity/Q659
"Institute of Industrial Science, The University of Tokyo, 4-6-1 Komaba Meguro-ku, Tokyo, JAPAN, 153-8505",the university of tokyo,http://www.wikidata.org/entity/Q7842
"Chinese Academy of Sciences,Key Laboratory of Behavioral Science, Institute of Psychology,Beijing,China,100101",key laboratory of behavioral science,http://www.wikidata.org/entity/Q223416
"Politecnico di Torino,Dipartimento di Automatica e Informatica,Turin,Italy,10129",politecnico di torino,http://www.wikidata.org/entity/Q392897
"Civil Aviation Flight University of China,College of Air Traffic Management,Deyang,China",civil aviation flight university of china,http://www.wikidata.org/entity/Q13632376
"Pontifical Catholic University,Tecgraf/PUC-Rio Institute,Computer Science Department,Rio de Janeiro,Brazil",pontifical catholic university,http://www.wikidata.org/entity/Q1129925
"Institute of Control and System Theory, Department of Electrical Engineering and Computer Science, University of Kassel, Germany",university of kassel,http://www.wikidata.org/entity/Q833822
"University of the Federal Armed Forces Munich, Dept. Aerospace Eng., D-85577 Neubiberg (Munich), Germany",university of the federal armed forces munich,https://www.wikidata.org/wiki/Q157808
"Universitat Politècnica de Catalunya (UPC),Facultat d'Informàtica de Barcelona (FIB),Barcelona,Spain",universitat politècnica de catalunya (upc),http://www.wikidata.org/entity/Q1640731
"Computer Vision Center (CVC),Barcelona,Spain",computer vision center (cvc),http://www.wikidata.org/entity/Q36496
"Universitat de Barcelona (UB),Facultat de Matemàtiques i Informàtica,Barcelona,Spain",universitat de barcelona (ub),https://www.wikidata.org/wiki/Q219615
"Universidad Rey Juan Carlos,Spain",universidad rey juan carlos,http://www.wikidata.org/entity/Q2000629
"Information Technologies Institute CERTH,Greece",information technologies institute certh,http://www.wikidata.org/entity/Q36496
CACS VR Lab University of Louisiana at Lafayette,cacs vr lab university of louisiana at lafayette,http://www.wikidata.org/entity/Q8765
"University of Canterbury,HIT Lab NZ,Christchurch,New Zealand",university of canterbury,http://www.wikidata.org/entity/Q432475
"Department of Computer Science&Engineering, York University, Toronto, Ontario, Canada",york university,http://www.wikidata.org/entity/Q849751
"York University, Toronto, Canada 4700 Keele Street, Toronto, ON M3J 1P3, Canada rteather@cse.yorku.ca",york university,http://www.wikidata.org/entity/Q849751
"York University, Toronto, Canada 4700 Keele Street, Toronto, ON M3J 1P3, Canada andriyp@cse.yorku.ca",york university,http://www.wikidata.org/entity/Q849751
"York University, Toronto, Canada 4700 Keele Street, Toronto, ON M3J 1P3, Canada wolfgang@cse.yorku.ca",york university,http://www.wikidata.org/entity/Q849751
"CITAR/School of Arts, Portuguese Catholic University, Porto, Portugal",portuguese catholic university,http://www.wikidata.org/entity/Q74432395
"INESC TEC/FEUP, University of Porto, Porto, Portugal",university of porto,http://www.wikidata.org/entity/Q1422903
"Eindhoven Univ. of Technol., Eindhoven, Netherlands",eindhoven university of technology,http://www.wikidata.org/entity/Q280824
"I-Lab, Centre for Vision, Speech and Signal Processing, University of Surrey, UK",university of surrey,http://www.wikidata.org/entity/Q546976
"Department of Computer Science and Engineering, Korea University, Korea",korea university,http://www.wikidata.org/entity/Q39997
"School of Interactive Arts + Technology (SIAT), Simon Fraser University, Vancouver, Canada",simon fraser university,http://www.wikidata.org/entity/Q201603
"Media and Information Technology, Linköping University, Sweden",linköping university,http://www.wikidata.org/entity/Q782600
"Dept. of Computer Science and Engineering, University of California, Riverside, Riverside, CA, USA",university of california,http://www.wikidata.org/entity/Q622664
"Dept. of Electrical and Computer Engineering, University of Arizona, Tucson, AZ, USA",university of arizona,http://www.wikidata.org/entity/Q503419
"School of Biological Sciences, Washington State University, Pullman, United States of America",washington state university,http://www.wikidata.org/entity/Q597236
"Department of Mathematics and Computer Science, Whitworth University, Spokane, WA, United States of America",whitworth university,http://www.wikidata.org/entity/Q7996977
"School of Electrical Engineering and Computer Science, Washington State University, Pullman, United States of America",washington state university,http://www.wikidata.org/entity/Q597236
"St. Luke's Rehabilitation Institute, Spokane, WA, United States of America",st. luke's rehabilitation institute,http://www.wikidata.org/entity/Q36496
"North Carolina State University,Department of Computer Science",north carolina state university,http://www.wikidata.org/entity/Q1132346
"Kent State University,Department of Sociology",kent state university,http://www.wikidata.org/entity/Q1473615
Qujing Normal College,qujing normal college,http://www.wikidata.org/entity/Q659
"Shenzhen University,Guangdong Key Lab of Intelligent Information Processing, Shenzhen Key Lab of Media Security,Shenzhen,China",shenzhen university,http://www.wikidata.org/entity/Q1945756
"Electronics and Mechanical Engineering, Roma Tre University,Department of Industrial,Rome,Italy",roma tre university,http://www.wikidata.org/entity/Q1273279
MPI for Informatics ETH Zürich,mpi for informatics eth zürich,https://www.wikidata.org/wiki/Q72
ETH Zürich KU Leuven,eth zürich ku leuven,https://www.wikidata.org/wiki/Q72
"Emory University,Department of Computer Science,Atlanta,GA,United States",emory university,http://www.wikidata.org/entity/Q621043
"Technologiezentrum Informatik, Bremen Univ., Germany",bremen university,http://www.wikidata.org/entity/Q1622092
"Future University Hakodate, Hokkaido, Japan",future university hakodate,http://www.wikidata.org/entity/Q835738
"University of California, Davis. muelder@cs.ucdavis.edu",university of california,http://www.wikidata.org/entity/Q622664
"University of California, Davis. ma@cs.ucdavis.edu",university of california,http://www.wikidata.org/entity/Q622664
"NUS Graduate School of Integrative Science and Engineering, National University of Singapore, Singapore",national university of singapore,http://www.wikidata.org/entity/Q738236
"Department of Computer Science, University of California at Santa Barbara, USA",university of california at santa barbara,http://www.wikidata.org/entity/Q263064
"Ant Financial Services Group,AI Department,Hangzhou,China",ant financial services group,http://www.wikidata.org/entity/Q21979415
"Ant Financial Services Group,AI Department,San Francisco,USA",ant financial services group,http://www.wikidata.org/entity/Q21979415
"Technische Universiteit Eindhoven, The Netherlands",technische universiteit eindhoven,http://www.wikidata.org/entity/Q280824
LinkedIn,linkedin,http://www.wikidata.org/entity/Q213660
Pinterest,pinterest,http://www.wikidata.org/entity/Q255381
University of Minnesota Duluth,university of minnesota duluth,http://www.wikidata.org/entity/Q2495874
HDU-Itmo Joint Institute,hdu-itmo joint institute,http://www.wikidata.org/entity/Q556
"Hangzhou Dianzi University,Hangzhou,China",hangzhou dianzi university,http://www.wikidata.org/entity/Q11102606
"Zhejiang Police College,Hangzhou,China",zhejiang police college,http://www.wikidata.org/entity/Q11148869
"Tata Consultancy Services, Pune, India",tata consultancy services,http://www.wikidata.org/entity/Q13227919
"OpenConnect Syst. Inc., Dallas, TX, USA",openconnect syst. incorporated,http://www.wikidata.org/entity/Q184674
"Fac. of Bus. & Econ., KU Leuven, Leuven, Belgium",fac. of bus. & econ.,http://www.wikidata.org/entity/Q736
"Data Discovery Sci. BVBA, Zemst, Belgium",data discovery science bvba,
"University of Alberta,Edmonton,AB,Canada",university of alberta,http://www.wikidata.org/entity/Q640694
"ATB Financial,Calgary,AB,Canada",atb financial,http://www.wikidata.org/entity/Q298762
"York University,Toronto,ON,Canada",york university,http://www.wikidata.org/entity/Q849751
"Imam Abdulrahman Bin Faisal University,Deanship of Preparatory Year and Supporting Studies,Computer Science Department,Dammam,Saudi Arabia",imam abdulrahman bin faisal university,http://www.wikidata.org/entity/Q7895319
"State Key Laboratory of Software Development Environment, Beihang University, Beijing , China 100083",beihang university,http://www.wikidata.org/entity/Q2299797
"School of Computer Science and Engineering, Zhengzhou University of Light Industry, China",zhengzhou university of light industry,http://www.wikidata.org/entity/Q8070785
"South China University of Technology Guangzhou 510641, China",south china university of technology guangzhou 510641,http://www.wikidata.org/entity/Q556
"Hubei Institute for Nationalities Ensi 445400, China",hubei institute for nationalities ensi 445400,http://www.wikidata.org/entity/Q659
"Dept. of Computer Science and Intelligent Systems, Graduate School of Engineering, Osaka Prefecture University, Japan",osaka prefecture university,http://www.wikidata.org/entity/Q290456
"John Hopkins University of Applied, Physics Laboratory, Laurel, MD, USA",john hopkins university of applied,http://www.wikidata.org/entity/Q184674
"Department of Computer Science, North Carolina A&T State University, Greensboro, NC, USA",north carolina a&t state university,http://www.wikidata.org/entity/Q1476484
"Department of Computer Science, Winston-Salem State University, Winston-Salem, NC, USA",winston-salem state university,http://www.wikidata.org/entity/Q8026034
"Inst. Math. Mech., Urals State Univ., Ekaterinburg, Russia",urals state university,http://www.wikidata.org/entity/Q1273279
"Fraunhofer FKIE, Univ. of Bonn, Bonn, Germany",university of bonn,http://www.wikidata.org/entity/Q152171
"California Univ., Los Angeles, CA, USA",california university,http://www.wikidata.org/entity/Q5021159
University of Bonn - Institute of Computer Science 4 - Friedrich-Ebert-Allee 144 - D - 53113 Bonn,university of bonn - institute of computer science 4 - friedrich-ebert-allee 144 - d - 53113 bonn,http://www.wikidata.org/entity/Q184674
"Institute of Computer and Communication Engineering, National Cheng Kung University, Tainan, Taiwan, R.O.C.",national cheng kung university,http://www.wikidata.org/entity/Q706708
"University of Maryland, College Park, MDUniversity of Maryland, College Park, MD",university of maryland,http://www.wikidata.org/entity/Q503415
"Rose, Kohl & Davenport Ltd., Santa Fe, NM, USA",kohl & davenport ltd.,http://www.wikidata.org/entity/Q556
"Université Paris-Saclay, ISP, ENS Cachan, CNRS, Cachan, France",université paris-saclay,http://www.wikidata.org/entity/Q109409389
"iCourts Centre of Excellence for International Courts, Faculty of Law, Copenhagen, Denmark",icourts centre of excellence for international courts,
"Orange Labs., Lannion, France",orange laboratory,http://www.wikidata.org/entity/Q223416
"TMG, St. Sebastien sur Loire, France",tmg,http://www.wikidata.org/entity/Q10860583
"Dept. of Radiol., Pennsylvania Univ., Philadelphia, PA, USA",pennsylvania university,http://www.wikidata.org/entity/Q49117
"Center for Pattern Recognition & Machine Intelligence, Concordia Univ., Montreal, Que., Canada",concordia university,http://www.wikidata.org/entity/Q326342
"Department of Computer Science, Wayne State University, Detroit, MI USA 48202",wayne state university,http://www.wikidata.org/entity/Q349055
"Concordia University, Montreal, Canada",concordia university,http://www.wikidata.org/entity/Q326342
"Ericsson Montreal, Canada",ericsson montreal,http://www.wikidata.org/entity/Q743381
"GSCM_LRIT, Mohammed V-Agdal University, B.P 1014, Rabat, Morocco",mohammed v-agdal university,http://www.wikidata.org/entity/Q3551451
"L@GI, Al Qualsadi Team, ENSIAS, BP 713, Rabat, Morocco",l@gi,
"LIG, SIGMA Team, BP 72, 38402 Saint Martin d'Hères Cedex, France",lig,http://www.wikidata.org/entity/Q113230212
"Moore Sch. of Electr. Eng., Pennsylvania Univ., Philadelphia, PA, USA",pennsylvania university,http://www.wikidata.org/entity/Q49117
"Dept. of Mech. Eng., Univ. of California, Berkeley, CA, USA",university of california,http://www.wikidata.org/entity/Q622664
